candidate_id,session_date,calendar_dte,target_credit,category,observed_fresh_seconds,expected_regular_seconds,coverage_fraction,first_target_ns,max_before_observed_target,reason
1864,2024-06-03,2,6.0,censored/insufficient coverage,120.73214532499965,70200,0.00171983112998575,1717594216992428605,9.700000000000003,missing entry or incomplete path
1865,2024-06-03,2,7.0,censored/insufficient coverage,15866.01240692613,70200,0.22601157274823547,1717594217325790157,10.0,missing entry or incomplete path
1866,2024-06-03,3,5.0,censored/insufficient coverage,132.87193321699996,93600,0.0014195719360790594,1717594215844788727,7.849999999999994,missing entry or incomplete path
1867,2024-06-03,3,6.0,censored/insufficient coverage,141.71417464099997,93600,0.0015140403273611108,1717594217377567401,8.900000000000006,missing entry or incomplete path
1868,2024-06-03,3,7.0,censored/insufficient coverage,151.8582895120003,93600,0.0016224176229914563,1717680615889688656,9.999999999999972,missing entry or incomplete path
1896,2024-06-14,3,5.0,censored/insufficient coverage,77.41918172099993,46800,0.0016542560196794857,1718631015814783642,2.049999999999999,missing entry or incomplete path
1897,2024-06-14,3,6.0,censored/insufficient coverage,80.0595219089998,46800,0.0017106735450640983,1718631015824625816,2.1500000000000004,missing entry or incomplete path
1898,2024-06-14,3,7.0,censored/insufficient coverage,15055.845633456129,46800,0.3217061032789771,1718631047334424367,6.799999999999997,missing entry or incomplete path
1923,2024-06-28,3,5.0,censored/insufficient coverage,57.08088326899998,46800,0.00121967699292735,,10.0,missing entry or incomplete path
1924,2024-06-28,3,6.0,censored/insufficient coverage,57.704149605,46800,0.0012329946496794871,,10.0,missing entry or incomplete path
1925,2024-06-28,3,7.0,censored/insufficient coverage,57.82268269300007,46800,0.001235527407970087,,10.0,missing entry or incomplete path
1956,2024-07-15,2,5.0,censored/insufficient coverage,90.03125137000008,70200,0.0012824964582621094,1721136619002351572,7.050000000000004,missing entry or incomplete path
1957,2024-07-15,2,6.0,censored/insufficient coverage,81.27983466599989,70200,0.001157832402649571,1721136655679722778,8.399999999999991,missing entry or incomplete path
1958,2024-07-15,2,7.0,censored/insufficient coverage,78.96607448999976,70200,0.0011248728559829025,,10.0,missing entry or incomplete path
1959,2024-07-15,3,5.0,censored/insufficient coverage,115.60749831200003,93600,0.0012351228452136755,1721136655786852654,7.900000000000006,missing entry or incomplete path
1960,2024-07-15,3,6.0,censored/insufficient coverage,110.43385052199994,93600,0.0011798488303632472,1721136615665740714,5.450000000000003,missing entry or incomplete path
1961,2024-07-15,3,7.0,censored/insufficient coverage,100.22352299900008,93600,0.0010707641346047018,,10.0,missing entry or incomplete path
1998,2024-07-31,2,5.0,censored/insufficient coverage,99.65902587500013,70200,0.00141964424323362,1722519018770663167,4.649999999999999,missing entry or incomplete path
1999,2024-07-31,2,6.0,censored/insufficient coverage,102.3022607209999,70200,0.0014572971612678049,1722519051385183191,6.3999999999999915,missing entry or incomplete path
2000,2024-07-31,2,7.0,censored/insufficient coverage,89.24515563600002,70200,0.0012712985133333337,1722519024768185363,5.8999999999999915,missing entry or incomplete path
2025,2024-08-16,3,5.0,censored/insufficient coverage,62.39932636899999,46800,0.001333318939508547,1724074215917619546,2.5000000000000018,missing entry or incomplete path
2026,2024-08-16,3,6.0,censored/insufficient coverage,64.22827157499998,46800,0.0013723989652777773,1724074215917856449,1.1500000000000004,missing entry or incomplete path
2027,2024-08-16,3,7.0,censored/insufficient coverage,62.987666417000064,46800,0.001345890308055557,1724076000882940445,8.950000000000003,missing entry or incomplete path
2058,2024-08-28,2,5.0,censored/insufficient coverage,99.84944877999992,70200,0.001422356820227919,,10.0,missing entry or incomplete path
2059,2024-08-28,2,6.0,censored/insufficient coverage,53.513825409,70200,0.0007623052052564102,1724938258326553588,10.0,missing entry or incomplete path
2060,2024-08-28,2,7.0,censored/insufficient coverage,76.31788938600018,70200,0.001087149421452994,1724938217191769037,9.850000000000023,missing entry or incomplete path
2061,2024-09-03,2,5.0,censored/insufficient coverage,53.227028608000005,70200,0.0007582197807407408,,10.0,missing entry or incomplete path
2062,2024-09-03,2,6.0,censored/insufficient coverage,45.06450294,70200,0.0006419444863247863,,10.0,missing entry or incomplete path
2063,2024-09-03,2,7.0,censored/insufficient coverage,49.691782174999936,70200,0.000707860144943019,1725543017692815273,10.0,missing entry or incomplete path
2064,2024-09-03,3,5.0,censored/insufficient coverage,64.73680126299995,93600,0.0006916324921260678,,10.0,missing entry or incomplete path
2065,2024-09-03,3,6.0,censored/insufficient coverage,72.95985538999994,93600,0.0007794856345085464,,10.0,missing entry or incomplete path
2066,2024-09-03,3,7.0,censored/insufficient coverage,57.82132393900001,93600,0.0006177491873824787,1725456617922599682,9.699999999999932,missing entry or incomplete path
2091,2024-09-16,2,5.0,censored/insufficient coverage,97.38489692199985,70200,0.0013872492439031318,1726579824593535087,3.8500000000000014,missing entry or incomplete path
2092,2024-09-16,2,6.0,censored/insufficient coverage,95.98172328399995,70200,0.0013672610154415949,1726579839409781525,7.849999999999994,missing entry or incomplete path
2093,2024-09-16,2,7.0,censored/insufficient coverage,95.84558501499987,70200,0.001365321723860397,1726579844813830555,8.600000000000009,missing entry or incomplete path
2094,2024-09-16,3,5.0,censored/insufficient coverage,160.51284130299987,93600,0.001714880783151708,1726579828576388581,4.6499999999999915,missing entry or incomplete path
2095,2024-09-16,3,6.0,censored/insufficient coverage,163.34378600400018,93600,0.0017451259188461558,1726752619176977531,9.699999999999989,missing entry or incomplete path
2096,2024-09-16,3,7.0,censored/insufficient coverage,176.02675695600004,93600,0.0018806277452564108,1726579844813966078,7.0,missing entry or incomplete path
2127,2024-10-01,2,5.0,censored/insufficient coverage,97.23122525500015,70200,0.001385060188817666,1727964878827248722,10.0,missing entry or incomplete path
2128,2024-10-01,2,6.0,censored/insufficient coverage,48.152822406999995,70200,0.0006859376411253561,1727962242051565591,10.0,missing entry or incomplete path
2129,2024-10-01,2,7.0,censored/insufficient coverage,47.25838971500001,70200,0.0006731964346866098,1727962257196650615,10.0,missing entry or incomplete path
2130,2024-10-01,3,5.0,censored/insufficient coverage,139.4910205930003,93600,0.0014902886815491483,1727962237090079949,9.900000000000006,missing entry or incomplete path
2131,2024-10-01,3,6.0,censored/insufficient coverage,73.2566045359999,93600,0.0007826560313675203,1727962242357617933,10.0,missing entry or incomplete path
2132,2024-10-01,3,7.0,censored/insufficient coverage,73.89211257099996,93600,0.000789445647126068,1728048647957832473,10.0,missing entry or incomplete path
2163,2024-10-15,2,5.0,censored/insufficient coverage,106.97987086799995,70200,0.0015239297844444437,,10.0,missing entry or incomplete path
2164,2024-10-15,2,6.0,censored/insufficient coverage,73.1642038119999,70200,0.0010422251255270641,1729171819822177975,9.849999999999994,missing entry or incomplete path
2165,2024-10-15,2,7.0,censored/insufficient coverage,66.85455011999998,70200,0.0009523440188034186,1729171828692288609,10.0,missing entry or incomplete path
2232,2024-11-15,3,5.0,censored/insufficient coverage,46.327783493999966,46800,0.000989909903717948,1731940221033161934,9.800000000000011,missing entry or incomplete path
2233,2024-11-15,3,6.0,censored/insufficient coverage,52.24207390000003,46800,0.001116283630341881,1731940229078075197,9.949999999999989,missing entry or incomplete path
2234,2024-11-15,3,7.0,censored/insufficient coverage,55.675919041000036,46800,0.001189656389764958,,10.0,missing entry or incomplete path
2262,2024-11-29,3,5.0,censored/insufficient coverage,57.76971150700006,46800,0.0012343955450213689,1733149817562519001,0.7999999999999989,missing entry or incomplete path
2263,2024-11-29,3,6.0,censored/insufficient coverage,68.95139764300004,46800,0.0014733204624572658,1733149815492628113,1.2000000000000002,missing entry or incomplete path
2264,2024-11-29,3,7.0,censored/insufficient coverage,76.33288896099992,46800,0.0016310446359188019,1733149815492607987,2.1999999999999993,missing entry or incomplete path
2295,2024-12-11,2,5.0,censored/insufficient coverage,99.91309059000002,70200,0.001423263398717949,1734013815800583769,2.8000000000000007,missing entry or incomplete path
2296,2024-12-11,2,6.0,censored/insufficient coverage,117.77099866199993,70200,0.0016776495535897424,1734013828396018765,5.400000000000006,missing entry or incomplete path
2297,2024-12-11,2,7.0,censored/insufficient coverage,118.7664393800001,70200,0.0016918296207977222,1734013857012248196,8.149999999999999,missing entry or incomplete path
2322,2024-12-27,3,5.0,censored/insufficient coverage,26.565859992999993,46800,0.0005676465810470084,1735569054314760525,10.0,missing entry or incomplete path
2323,2024-12-27,3,6.0,censored/insufficient coverage,30.816961068999998,46800,0.0006584820741239315,1735569053211262005,8.300000000000011,missing entry or incomplete path
2324,2024-12-27,3,7.0,censored/insufficient coverage,29.641765336000002,46800,0.0006333710541880342,1735571377712578473,10.0,missing entry or incomplete path
